,hyperparameters,num_features,mean_accuracy,std_accuracy,train_accuracy,test_accuracy
1206,"penalty: l2, C: 0.001, solver: liblinear",62,0.690867124,0.054632145,0.710462287,0.826086957
1306,"penalty: l2, C: 0.001, solver: liblinear",67,0.70800019,0.044669986,0.744525547,0.826086957
1326,"penalty: l2, C: 0.001, solver: liblinear",68,0.70800019,0.044669986,0.744525547,0.826086957
1346,"penalty: l2, C: 0.001, solver: liblinear",69,0.710451171,0.044215264,0.746958637,0.826086957
1366,"penalty: l2, C: 0.001, solver: liblinear",70,0.70800019,0.044669986,0.744525547,0.826086957
1386,"penalty: l2, C: 0.001, solver: liblinear",71,0.70800019,0.044669986,0.744525547,0.826086957
3326,"penalty: l2, C: 0.001, solver: liblinear",168,0.8054921,0.059526336,0.871046229,0.826086957
3346,"penalty: l2, C: 0.001, solver: liblinear",169,0.807895488,0.06280157,0.871046229,0.826086957
3366,"penalty: l2, C: 0.001, solver: liblinear",170,0.790833809,0.045998332,0.858880779,0.826086957
3386,"penalty: l2, C: 0.001, solver: liblinear",171,0.790833809,0.045998332,0.858880779,0.826086957
3406,"penalty: l2, C: 0.001, solver: liblinear",172,0.795711974,0.056754092,0.858880779,0.826086957
3426,"penalty: l2, C: 0.001, solver: liblinear",173,0.795711974,0.056754092,0.861313869,0.826086957
1145,"penalty: l2, C: 0.0001, solver: liblinear",59,0.654316581,0.050321059,0.666666667,0.804347826
1146,"penalty: l2, C: 0.001, solver: liblinear",59,0.717685132,0.032908243,0.720194647,0.804347826
1154,"penalty: l1, C: 1, solver: saga",59,0.649462212,0.049987097,0.673965937,0.804347826
1155,"penalty: l2, C: 0.0001, solver: saga",59,0.647011232,0.050348918,0.659367397,0.804347826
1156,"penalty: l2, C: 0.001, solver: saga",59,0.654340377,0.047184891,0.671532847,0.804347826
1157,"penalty: l2, C: 0.01, solver: saga",59,0.651889397,0.050680178,0.673965937,0.804347826
1158,"penalty: l2, C: 0.1, solver: saga",59,0.651889397,0.050680178,0.673965937,0.804347826
1159,"penalty: l2, C: 1, solver: saga",59,0.651889397,0.050680178,0.673965937,0.804347826
1165,"penalty: l2, C: 0.0001, solver: liblinear",60,0.65917095,0.051574874,0.659367397,0.804347826
1166,"penalty: l2, C: 0.001, solver: liblinear",60,0.720112317,0.036605622,0.717761557,0.804347826
1175,"penalty: l2, C: 0.0001, solver: saga",60,0.642156863,0.050714674,0.661800487,0.804347826
1186,"penalty: l2, C: 0.001, solver: liblinear",61,0.717685132,0.038821651,0.722627737,0.804347826
1226,"penalty: l2, C: 0.001, solver: liblinear",63,0.712830763,0.044130044,0.722627737,0.804347826
1247,"penalty: l2, C: 0.01, solver: liblinear",64,0.737221588,0.04951755,0.776155718,0.804347826
1266,"penalty: l2, C: 0.001, solver: liblinear",65,0.717732724,0.038424136,0.737226277,0.804347826
1267,"penalty: l2, C: 0.01, solver: liblinear",65,0.737221588,0.048068684,0.776155718,0.804347826
1286,"penalty: l2, C: 0.001, solver: liblinear",66,0.705525414,0.043583452,0.742092457,0.804347826
1287,"penalty: l2, C: 0.01, solver: liblinear",66,0.737197792,0.050121338,0.781021898,0.804347826
1307,"penalty: l2, C: 0.01, solver: liblinear",67,0.737197792,0.050121338,0.781021898,0.804347826
1327,"penalty: l2, C: 0.01, solver: liblinear",68,0.739624976,0.058149746,0.781021898,0.804347826
1347,"penalty: l2, C: 0.01, solver: liblinear",69,0.739624976,0.052618491,0.781021898,0.804347826
1367,"penalty: l2, C: 0.01, solver: liblinear",70,0.739624976,0.052618491,0.781021898,0.804347826
1387,"penalty: l2, C: 0.01, solver: liblinear",71,0.739624976,0.052618491,0.781021898,0.804347826
1914,"penalty: l1, C: 1, solver: saga",97,0.700885208,0.048450165,0.783454988,0.804347826
1916,"penalty: l2, C: 0.001, solver: saga",97,0.698434228,0.045305562,0.776155718,0.804347826
1918,"penalty: l2, C: 0.1, solver: saga",97,0.700885208,0.048450165,0.783454988,0.804347826
1934,"penalty: l1, C: 1, solver: saga",98,0.700885208,0.048450165,0.783454988,0.804347826
1936,"penalty: l2, C: 0.001, solver: saga",98,0.698434228,0.045305562,0.776155718,0.804347826
1956,"penalty: l2, C: 0.001, solver: saga",99,0.698434228,0.045305562,0.776155718,0.804347826
2546,"penalty: l2, C: 0.001, solver: liblinear",129,0.793142014,0.068578567,0.822384428,0.804347826
2566,"penalty: l2, C: 0.001, solver: liblinear",130,0.793142014,0.068578567,0.822384428,0.804347826
2586,"penalty: l2, C: 0.001, solver: liblinear",131,0.793142014,0.068578567,0.822384428,0.804347826
3133,"penalty: l1, C: 0.1, solver: saga",158,0.732486198,0.053763608,0.790754258,0.804347826
3134,"penalty: l1, C: 1, solver: saga",158,0.732486198,0.053763608,0.788321168,0.804347826
3136,"penalty: l2, C: 0.001, solver: saga",158,0.732486198,0.053763608,0.788321168,0.804347826
3137,"penalty: l2, C: 0.01, solver: saga",158,0.732486198,0.053763608,0.788321168,0.804347826
3138,"penalty: l2, C: 0.1, solver: saga",158,0.734913383,0.05010127,0.788321168,0.804347826
3139,"penalty: l2, C: 1, solver: saga",158,0.734913383,0.05010127,0.790754258,0.804347826
3155,"penalty: l2, C: 0.0001, solver: saga",159,0.730035218,0.042498878,0.783454988,0.804347826
3175,"penalty: l2, C: 0.0001, solver: saga",160,0.727608034,0.041697654,0.783454988,0.804347826
3195,"penalty: l2, C: 0.0001, solver: saga",161,0.727608034,0.041697654,0.781021898,0.804347826
3206,"penalty: l2, C: 0.001, solver: liblinear",162,0.815153246,0.052074795,0.871046229,0.804347826
3245,"penalty: l2, C: 0.0001, solver: liblinear",164,0.776270702,0.059899579,0.822384428,0.804347826
3246,"penalty: l2, C: 0.001, solver: liblinear",164,0.79573577,0.058343341,0.868613139,0.804347826
3253,"penalty: l1, C: 0.1, solver: saga",164,0.722848848,0.063197621,0.815085158,0.804347826
3254,"penalty: l1, C: 1, solver: saga",164,0.722848848,0.063197621,0.817518248,0.804347826
3256,"penalty: l2, C: 0.001, solver: saga",164,0.725276033,0.064277774,0.817518248,0.804347826
3257,"penalty: l2, C: 0.01, solver: saga",164,0.725276033,0.064277774,0.817518248,0.804347826
3258,"penalty: l2, C: 0.1, solver: saga",164,0.725276033,0.064277774,0.817518248,0.804347826
3259,"penalty: l2, C: 1, solver: saga",164,0.725276033,0.064277774,0.817518248,0.804347826
3265,"penalty: l2, C: 0.0001, solver: liblinear",165,0.776270702,0.059899579,0.822384428,0.804347826
3266,"penalty: l2, C: 0.001, solver: liblinear",165,0.79573577,0.058343341,0.868613139,0.804347826
3273,"penalty: l1, C: 0.1, solver: saga",165,0.725276033,0.064277774,0.815085158,0.804347826
3274,"penalty: l1, C: 1, solver: saga",165,0.725276033,0.064277774,0.817518248,0.804347826
3276,"penalty: l2, C: 0.001, solver: saga",165,0.725276033,0.064277774,0.817518248,0.804347826
3277,"penalty: l2, C: 0.01, solver: saga",165,0.725276033,0.064277774,0.817518248,0.804347826
3278,"penalty: l2, C: 0.1, solver: saga",165,0.725276033,0.064277774,0.817518248,0.804347826
3279,"penalty: l2, C: 1, solver: saga",165,0.725276033,0.064277774,0.817518248,0.804347826
3285,"penalty: l2, C: 0.0001, solver: liblinear",166,0.776270702,0.059899579,0.819951338,0.804347826
3286,"penalty: l2, C: 0.001, solver: liblinear",166,0.79573577,0.058343341,0.866180049,0.804347826
3294,"penalty: l1, C: 1, solver: saga",166,0.730154198,0.066085807,0.817518248,0.804347826
3296,"penalty: l2, C: 0.001, solver: saga",166,0.727703217,0.06267084,0.815085158,0.804347826
3297,"penalty: l2, C: 0.01, solver: saga",166,0.730154198,0.066085807,0.817518248,0.804347826
3298,"penalty: l2, C: 0.1, solver: saga",166,0.730154198,0.066085807,0.817518248,0.804347826
3299,"penalty: l2, C: 1, solver: saga",166,0.730154198,0.066085807,0.817518248,0.804347826
3305,"penalty: l2, C: 0.0001, solver: liblinear",167,0.778697887,0.056839019,0.819951338,0.804347826
3306,"penalty: l2, C: 0.001, solver: liblinear",167,0.803041119,0.061637508,0.863746959,0.804347826
3314,"penalty: l1, C: 1, solver: saga",167,0.732581382,0.067206352,0.815085158,0.804347826
3316,"penalty: l2, C: 0.001, solver: saga",167,0.732581382,0.067206352,0.817518248,0.804347826
3317,"penalty: l2, C: 0.01, solver: saga",167,0.732581382,0.067206352,0.815085158,0.804347826
3318,"penalty: l2, C: 0.1, solver: saga",167,0.732581382,0.067206352,0.815085158,0.804347826
3319,"penalty: l2, C: 1, solver: saga",167,0.732581382,0.067206352,0.815085158,0.804347826
3325,"penalty: l2, C: 0.0001, solver: liblinear",168,0.773843518,0.065294495,0.822384428,0.804347826
3333,"penalty: l1, C: 0.1, solver: saga",168,0.730130402,0.065761242,0.810218978,0.804347826
3334,"penalty: l1, C: 1, solver: saga",168,0.730130402,0.065761242,0.815085158,0.804347826
3336,"penalty: l2, C: 0.001, solver: saga",168,0.730130402,0.065761242,0.812652068,0.804347826
3337,"penalty: l2, C: 0.01, solver: saga",168,0.730130402,0.065761242,0.812652068,0.804347826
3338,"penalty: l2, C: 0.1, solver: saga",168,0.730130402,0.065761242,0.812652068,0.804347826
3339,"penalty: l2, C: 1, solver: saga",168,0.730130402,0.065761242,0.812652068,0.804347826
3345,"penalty: l2, C: 0.0001, solver: liblinear",169,0.776270702,0.064447786,0.822384428,0.804347826
3353,"penalty: l1, C: 0.1, solver: saga",169,0.730130402,0.065761242,0.810218978,0.804347826
3354,"penalty: l1, C: 1, solver: saga",169,0.730130402,0.065761242,0.815085158,0.804347826
3356,"penalty: l2, C: 0.001, solver: saga",169,0.730130402,0.065761242,0.815085158,0.804347826
3357,"penalty: l2, C: 0.01, solver: saga",169,0.730130402,0.065761242,0.815085158,0.804347826
3358,"penalty: l2, C: 0.1, solver: saga",169,0.730130402,0.065761242,0.815085158,0.804347826
3359,"penalty: l2, C: 1, solver: saga",169,0.730130402,0.065761242,0.815085158,0.804347826
3365,"penalty: l2, C: 0.0001, solver: liblinear",170,0.776246907,0.059162755,0.815085158,0.804347826
3373,"penalty: l1, C: 0.1, solver: saga",170,0.730130402,0.063944444,0.807785888,0.804347826
3374,"penalty: l1, C: 1, solver: saga",170,0.737411955,0.060445301,0.805352798,0.804347826
3375,"penalty: l2, C: 0.0001, solver: saga",170,0.730106606,0.056972099,0.805352798,0.804347826
3376,"penalty: l2, C: 0.001, solver: saga",170,0.737411955,0.060445301,0.807785888,0.804347826
3377,"penalty: l2, C: 0.01, solver: saga",170,0.734984771,0.061346336,0.805352798,0.804347826
3378,"penalty: l2, C: 0.1, solver: saga",170,0.734984771,0.059394646,0.805352798,0.804347826
3379,"penalty: l2, C: 1, solver: saga",170,0.737411955,0.060445301,0.805352798,0.804347826
3385,"penalty: l2, C: 0.0001, solver: liblinear",171,0.776246907,0.059162755,0.815085158,0.804347826
3393,"penalty: l1, C: 0.1, solver: saga",171,0.727703217,0.06267084,0.807785888,0.804347826
3394,"penalty: l1, C: 1, solver: saga",171,0.734984771,0.061346336,0.805352798,0.804347826
3395,"penalty: l2, C: 0.0001, solver: saga",171,0.73253379,0.05621176,0.805352798,0.804347826
3396,"penalty: l2, C: 0.001, solver: saga",171,0.737411955,0.060445301,0.807785888,0.804347826
3397,"penalty: l2, C: 0.01, solver: saga",171,0.737411955,0.060445301,0.805352798,0.804347826
3398,"penalty: l2, C: 0.1, solver: saga",171,0.737411955,0.060445301,0.805352798,0.804347826
3399,"penalty: l2, C: 1, solver: saga",171,0.734984771,0.059394646,0.805352798,0.804347826
3405,"penalty: l2, C: 0.0001, solver: liblinear",172,0.778697887,0.060843833,0.817518248,0.804347826
3413,"penalty: l1, C: 0.1, solver: saga",172,0.732581382,0.067206352,0.810218978,0.804347826
3414,"penalty: l1, C: 1, solver: saga",172,0.739862935,0.06360615,0.810218978,0.804347826
3415,"penalty: l2, C: 0.0001, solver: saga",172,0.734984771,0.059394646,0.807785888,0.804347826
3416,"penalty: l2, C: 0.001, solver: saga",172,0.737435751,0.064555238,0.810218978,0.804347826
3417,"penalty: l2, C: 0.01, solver: saga",172,0.739862935,0.06360615,0.810218978,0.804347826
3418,"penalty: l2, C: 0.1, solver: saga",172,0.737435751,0.064555238,0.810218978,0.804347826
3419,"penalty: l2, C: 1, solver: saga",172,0.737435751,0.064555238,0.810218978,0.804347826
3425,"penalty: l2, C: 0.0001, solver: liblinear",173,0.778697887,0.060843833,0.817518248,0.804347826
3433,"penalty: l1, C: 0.1, solver: saga",173,0.732581382,0.067206352,0.810218978,0.804347826
3434,"penalty: l1, C: 1, solver: saga",173,0.739862935,0.06360615,0.812652068,0.804347826
3435,"penalty: l2, C: 0.0001, solver: saga",173,0.737435751,0.064555238,0.807785888,0.804347826
3436,"penalty: l2, C: 0.001, solver: saga",173,0.739862935,0.06360615,0.812652068,0.804347826
3437,"penalty: l2, C: 0.01, solver: saga",173,0.739862935,0.06360615,0.812652068,0.804347826
3438,"penalty: l2, C: 0.1, solver: saga",173,0.739862935,0.06360615,0.812652068,0.804347826
3439,"penalty: l2, C: 1, solver: saga",173,0.737435751,0.064555238,0.812652068,0.804347826
3442,"penalty: l1, C: 0.01, solver: liblinear",174,0.705715781,0.072038169,0.754257908,0.804347826
3453,"penalty: l1, C: 0.1, solver: saga",174,0.737435751,0.070153086,0.810218978,0.804347826
3454,"penalty: l1, C: 1, solver: saga",174,0.739862935,0.068597081,0.815085158,0.804347826
3456,"penalty: l2, C: 0.001, solver: saga",174,0.744717304,0.068969905,0.815085158,0.804347826
3457,"penalty: l2, C: 0.01, solver: saga",174,0.744717304,0.068969905,0.815085158,0.804347826
3458,"penalty: l2, C: 0.1, solver: saga",174,0.74229012,0.070350401,0.815085158,0.804347826
3459,"penalty: l2, C: 1, solver: saga",174,0.74229012,0.0672682,0.815085158,0.804347826
3462,"penalty: l1, C: 0.01, solver: liblinear",175,0.705715781,0.072038169,0.754257908,0.804347826
3473,"penalty: l1, C: 0.1, solver: saga",175,0.735008567,0.068566763,0.810218978,0.804347826
3474,"penalty: l1, C: 1, solver: saga",175,0.739862935,0.068597081,0.815085158,0.804347826
3476,"penalty: l2, C: 0.001, solver: saga",175,0.74229012,0.0672682,0.815085158,0.804347826
3477,"penalty: l2, C: 0.01, solver: saga",175,0.74229012,0.0672682,0.815085158,0.804347826
3478,"penalty: l2, C: 0.1, solver: saga",175,0.744717304,0.068969905,0.815085158,0.804347826
3479,"penalty: l2, C: 1, solver: saga",175,0.739862935,0.068597081,0.815085158,0.804347826
3482,"penalty: l1, C: 0.01, solver: liblinear",176,0.703288597,0.079224279,0.754257908,0.804347826
3493,"penalty: l1, C: 0.1, solver: saga",176,0.739862935,0.071950382,0.812652068,0.804347826
3494,"penalty: l1, C: 1, solver: saga",176,0.7447411,0.073249114,0.819951338,0.804347826
3496,"penalty: l2, C: 0.001, solver: saga",176,0.747168285,0.075049993,0.819951338,0.804347826
3497,"penalty: l2, C: 0.01, solver: saga",176,0.749595469,0.073596807,0.819951338,0.804347826
3498,"penalty: l2, C: 0.1, solver: saga",176,0.747168285,0.075049993,0.819951338,0.804347826
3499,"penalty: l2, C: 1, solver: saga",176,0.7447411,0.073249114,0.819951338,0.804347826
3502,"penalty: l1, C: 0.01, solver: liblinear",177,0.698434228,0.084513975,0.763990268,0.804347826
3513,"penalty: l1, C: 0.1, solver: saga",177,0.739862935,0.071950382,0.819951338,0.804347826
3514,"penalty: l1, C: 1, solver: saga",177,0.744717304,0.072305918,0.822384428,0.804347826
3516,"penalty: l2, C: 0.001, solver: saga",177,0.747144489,0.070880407,0.822384428,0.804347826
3517,"penalty: l2, C: 0.01, solver: saga",177,0.74229012,0.070350401,0.822384428,0.804347826
3518,"penalty: l2, C: 0.1, solver: saga",177,0.744717304,0.072305918,0.822384428,0.804347826
3519,"penalty: l2, C: 1, solver: saga",177,0.744717304,0.072305918,0.822384428,0.804347826
3522,"penalty: l1, C: 0.01, solver: liblinear",178,0.698434228,0.084513975,0.763990268,0.804347826
3533,"penalty: l1, C: 0.1, solver: saga",178,0.737435751,0.070153086,0.817518248,0.804347826
3534,"penalty: l1, C: 1, solver: saga",178,0.74229012,0.070350401,0.822384428,0.804347826
3536,"penalty: l2, C: 0.001, solver: saga",178,0.744717304,0.068969905,0.824817518,0.804347826
3537,"penalty: l2, C: 0.01, solver: saga",178,0.744717304,0.072305918,0.824817518,0.804347826
3538,"penalty: l2, C: 0.1, solver: saga",178,0.747144489,0.070880407,0.824817518,0.804347826
3539,"penalty: l2, C: 1, solver: saga",178,0.747144489,0.070880407,0.822384428,0.804347826
3542,"penalty: l1, C: 0.01, solver: liblinear",179,0.708166762,0.078457474,0.766423358,0.804347826
3554,"penalty: l1, C: 1, solver: saga",179,0.742266324,0.069712508,0.822384428,0.804347826
3556,"penalty: l2, C: 0.001, solver: saga",179,0.742266324,0.069712508,0.822384428,0.804347826
3557,"penalty: l2, C: 0.01, solver: saga",179,0.742266324,0.069712508,0.824817518,0.804347826
3558,"penalty: l2, C: 0.1, solver: saga",179,0.742266324,0.069712508,0.822384428,0.804347826
3559,"penalty: l2, C: 1, solver: saga",179,0.742266324,0.069712508,0.822384428,0.804347826
3562,"penalty: l1, C: 0.01, solver: liblinear",180,0.708166762,0.078457474,0.766423358,0.804347826
3573,"penalty: l1, C: 0.1, solver: saga",180,0.73253379,0.068322144,0.817518248,0.804347826
3574,"penalty: l1, C: 1, solver: saga",180,0.742266324,0.069712508,0.822384428,0.804347826
3576,"penalty: l2, C: 0.001, solver: saga",180,0.742266324,0.069712508,0.822384428,0.804347826
3577,"penalty: l2, C: 0.01, solver: saga",180,0.742266324,0.069712508,0.822384428,0.804347826
3578,"penalty: l2, C: 0.1, solver: saga",180,0.742266324,0.069712508,0.822384428,0.804347826
3579,"penalty: l2, C: 1, solver: saga",180,0.742266324,0.069712508,0.822384428,0.804347826
3582,"penalty: l1, C: 0.01, solver: liblinear",181,0.708166762,0.078457474,0.766423358,0.804347826
3593,"penalty: l1, C: 0.1, solver: saga",181,0.727679421,0.072473563,0.815085158,0.804347826
3594,"penalty: l1, C: 1, solver: saga",181,0.73983914,0.071325989,0.824817518,0.804347826
3596,"penalty: l2, C: 0.001, solver: saga",181,0.734960975,0.070669959,0.819951338,0.804347826
3597,"penalty: l2, C: 0.01, solver: saga",181,0.737411955,0.073145793,0.824817518,0.804347826
3598,"penalty: l2, C: 0.1, solver: saga",181,0.737388159,0.068871116,0.822384428,0.804347826
3599,"penalty: l2, C: 1, solver: saga",181,0.73983914,0.071325989,0.824817518,0.804347826
3602,"penalty: l1, C: 0.01, solver: liblinear",182,0.708166762,0.078457474,0.766423358,0.804347826
3613,"penalty: l1, C: 0.1, solver: saga",182,0.725252237,0.070269994,0.815085158,0.804347826
3614,"penalty: l1, C: 1, solver: saga",182,0.739862935,0.075778724,0.824817518,0.804347826
3616,"penalty: l2, C: 0.001, solver: saga",182,0.737411955,0.073145793,0.822384428,0.804347826
3617,"penalty: l2, C: 0.01, solver: saga",182,0.739862935,0.075778724,0.824817518,0.804347826
3618,"penalty: l2, C: 0.1, solver: saga",182,0.739862935,0.075778724,0.824817518,0.804347826
3619,"penalty: l2, C: 1, solver: saga",182,0.737411955,0.073145793,0.822384428,0.804347826
3673,"penalty: l1, C: 0.1, solver: saga",185,0.730106606,0.070302864,0.827250608,0.804347826
3674,"penalty: l1, C: 1, solver: saga",185,0.734960975,0.075193485,0.829683698,0.804347826
3676,"penalty: l2, C: 0.001, solver: saga",185,0.734960975,0.075193485,0.829683698,0.804347826
3677,"penalty: l2, C: 0.01, solver: saga",185,0.734960975,0.075193485,0.829683698,0.804347826
3678,"penalty: l2, C: 0.1, solver: saga",185,0.734960975,0.075193485,0.829683698,0.804347826
3679,"penalty: l2, C: 1, solver: saga",185,0.737388159,0.073184138,0.829683698,0.804347826
3693,"penalty: l1, C: 0.1, solver: saga",186,0.725228441,0.065452394,0.819951338,0.804347826
3694,"penalty: l1, C: 1, solver: saga",186,0.73008281,0.06584829,0.824817518,0.804347826
3696,"penalty: l2, C: 0.001, solver: saga",186,0.73008281,0.06584829,0.824817518,0.804347826
3697,"penalty: l2, C: 0.01, solver: saga",186,0.732509994,0.068368288,0.824817518,0.804347826
3698,"penalty: l2, C: 0.1, solver: saga",186,0.732509994,0.068368288,0.824817518,0.804347826
3699,"penalty: l2, C: 1, solver: saga",186,0.73008281,0.06584829,0.824817518,0.804347826
3713,"penalty: l1, C: 0.1, solver: saga",187,0.727655625,0.067813542,0.819951338,0.804347826
3714,"penalty: l1, C: 1, solver: saga",187,0.73008281,0.06584829,0.824817518,0.804347826
3716,"penalty: l2, C: 0.001, solver: saga",187,0.732509994,0.068368288,0.824817518,0.804347826
3717,"penalty: l2, C: 0.01, solver: saga",187,0.734937179,0.06659661,0.824817518,0.804347826
3718,"penalty: l2, C: 0.1, solver: saga",187,0.732509994,0.064098871,0.824817518,0.804347826
3719,"penalty: l2, C: 1, solver: saga",187,0.73008281,0.06584829,0.824817518,0.804347826
3733,"penalty: l1, C: 0.1, solver: saga",188,0.73008281,0.070346888,0.822384428,0.804347826
3734,"penalty: l1, C: 1, solver: saga",188,0.734937179,0.06659661,0.827250608,0.804347826
3736,"penalty: l2, C: 0.001, solver: saga",188,0.734937179,0.071047841,0.824817518,0.804347826
3737,"penalty: l2, C: 0.01, solver: saga",188,0.732509994,0.068368288,0.829683698,0.804347826
3738,"penalty: l2, C: 0.1, solver: saga",188,0.732509994,0.068368288,0.829683698,0.804347826
3739,"penalty: l2, C: 1, solver: saga",188,0.734937179,0.071047841,0.827250608,0.804347826
3753,"penalty: l1, C: 0.1, solver: saga",189,0.732509994,0.067675426,0.824817518,0.804347826
3754,"penalty: l1, C: 1, solver: saga",189,0.734937179,0.065526476,0.832116788,0.804347826
3756,"penalty: l2, C: 0.001, solver: saga",189,0.737364363,0.068231294,0.832116788,0.804347826
3757,"penalty: l2, C: 0.01, solver: saga",189,0.739791548,0.06627843,0.832116788,0.804347826
3758,"penalty: l2, C: 0.1, solver: saga",189,0.737364363,0.068231294,0.829683698,0.804347826
3759,"penalty: l2, C: 1, solver: saga",189,0.737364363,0.068231294,0.832116788,0.804347826
3773,"penalty: l1, C: 0.1, solver: saga",190,0.732509994,0.067675426,0.822384428,0.804347826
3774,"penalty: l1, C: 1, solver: saga",190,0.734937179,0.065526476,0.829683698,0.804347826
3776,"penalty: l2, C: 0.001, solver: saga",190,0.734937179,0.065526476,0.832116788,0.804347826
3777,"penalty: l2, C: 0.01, solver: saga",190,0.734937179,0.065526476,0.832116788,0.804347826
3778,"penalty: l2, C: 0.1, solver: saga",190,0.739791548,0.06627843,0.832116788,0.804347826
3779,"penalty: l2, C: 1, solver: saga",190,0.734937179,0.065526476,0.832116788,0.804347826
3793,"penalty: l1, C: 0.1, solver: saga",191,0.732509994,0.067675426,0.822384428,0.804347826
3794,"penalty: l1, C: 1, solver: saga",191,0.734937179,0.065526476,0.829683698,0.804347826
3796,"penalty: l2, C: 0.001, solver: saga",191,0.739791548,0.06627843,0.832116788,0.804347826
3797,"penalty: l2, C: 0.01, solver: saga",191,0.734937179,0.065526476,0.829683698,0.804347826
3798,"penalty: l2, C: 0.1, solver: saga",191,0.737364363,0.068231294,0.832116788,0.804347826
3799,"penalty: l2, C: 1, solver: saga",191,0.737364363,0.068231294,0.832116788,0.804347826
3813,"penalty: l1, C: 0.1, solver: saga",192,0.732462402,0.064584769,0.822384428,0.804347826
3814,"penalty: l1, C: 1, solver: saga",192,0.737340567,0.069313526,0.832116788,0.804347826
3816,"penalty: l2, C: 0.001, solver: saga",192,0.739767752,0.06668989,0.832116788,0.804347826
3817,"penalty: l2, C: 0.01, solver: saga",192,0.739767752,0.06668989,0.834549878,0.804347826
3818,"penalty: l2, C: 0.1, solver: saga",192,0.739767752,0.06668989,0.834549878,0.804347826
3819,"penalty: l2, C: 1, solver: saga",192,0.739767752,0.06668989,0.834549878,0.804347826
3833,"penalty: l1, C: 0.1, solver: saga",193,0.734889587,0.061951993,0.822384428,0.804347826
3834,"penalty: l1, C: 1, solver: saga",193,0.739767752,0.06668989,0.832116788,0.804347826
3836,"penalty: l2, C: 0.001, solver: saga",193,0.739767752,0.06668989,0.829683698,0.804347826
3837,"penalty: l2, C: 0.01, solver: saga",193,0.739767752,0.06668989,0.832116788,0.804347826
3838,"penalty: l2, C: 0.1, solver: saga",193,0.739767752,0.06668989,0.834549878,0.804347826
3839,"penalty: l2, C: 1, solver: saga",193,0.742194936,0.064234457,0.834549878,0.804347826
3854,"penalty: l1, C: 1, solver: saga",194,0.742194936,0.064234457,0.832116788,0.804347826
3856,"penalty: l2, C: 0.001, solver: saga",194,0.739767752,0.06668989,0.829683698,0.804347826
3857,"penalty: l2, C: 0.01, solver: saga",194,0.739767752,0.06668989,0.834549878,0.804347826
3858,"penalty: l2, C: 0.1, solver: saga",194,0.742194936,0.064234457,0.834549878,0.804347826
3859,"penalty: l2, C: 1, solver: saga",194,0.739767752,0.06668989,0.832116788,0.804347826
3917,"penalty: l2, C: 0.01, solver: saga",197,0.747049305,0.059909561,0.832116788,0.804347826
3937,"penalty: l2, C: 0.01, solver: saga",198,0.747049305,0.059909561,0.829683698,0.804347826
3939,"penalty: l2, C: 1, solver: saga",198,0.747049305,0.059909561,0.832116788,0.804347826
3959,"penalty: l2, C: 1, solver: saga",199,0.744622121,0.061967223,0.829683698,0.804347826
3978,"penalty: l2, C: 0.1, solver: saga",200,0.744622121,0.061967223,0.832116788,0.804347826
3979,"penalty: l2, C: 1, solver: saga",200,0.747049305,0.059909561,0.834549878,0.804347826
3999,"penalty: l2, C: 1, solver: saga",201,0.747049305,0.059909561,0.827250608,0.804347826
4038,"penalty: l2, C: 0.1, solver: saga",203,0.744622121,0.061967223,0.832116788,0.804347826
4039,"penalty: l2, C: 1, solver: saga",203,0.747049305,0.059909561,0.834549878,0.804347826
4054,"penalty: l1, C: 1, solver: saga",204,0.747049305,0.059909561,0.832116788,0.804347826
4057,"penalty: l2, C: 0.01, solver: saga",204,0.744622121,0.061967223,0.832116788,0.804347826
4058,"penalty: l2, C: 0.1, solver: saga",204,0.744622121,0.061967223,0.832116788,0.804347826
4059,"penalty: l2, C: 1, solver: saga",204,0.747049305,0.059909561,0.829683698,0.804347826
4074,"penalty: l1, C: 1, solver: saga",205,0.744622121,0.061967223,0.829683698,0.804347826
4078,"penalty: l2, C: 0.1, solver: saga",205,0.744622121,0.061967223,0.832116788,0.804347826
4079,"penalty: l2, C: 1, solver: saga",205,0.744622121,0.061967223,0.829683698,0.804347826
4094,"penalty: l1, C: 1, solver: saga",206,0.744622121,0.061967223,0.832116788,0.804347826
4097,"penalty: l2, C: 0.01, solver: saga",206,0.744622121,0.061967223,0.832116788,0.804347826
4098,"penalty: l2, C: 0.1, solver: saga",206,0.747049305,0.059909561,0.832116788,0.804347826
4099,"penalty: l2, C: 1, solver: saga",206,0.744622121,0.061967223,0.832116788,0.804347826
4114,"penalty: l1, C: 1, solver: saga",207,0.744622121,0.061967223,0.832116788,0.804347826
4117,"penalty: l2, C: 0.01, solver: saga",207,0.744622121,0.061967223,0.829683698,0.804347826
4118,"penalty: l2, C: 0.1, solver: saga",207,0.744622121,0.061967223,0.832116788,0.804347826
4119,"penalty: l2, C: 1, solver: saga",207,0.744622121,0.061967223,0.832116788,0.804347826
4134,"penalty: l1, C: 1, solver: saga",208,0.744622121,0.061967223,0.829683698,0.804347826
4137,"penalty: l2, C: 0.01, solver: saga",208,0.747049305,0.059909561,0.832116788,0.804347826
4138,"penalty: l2, C: 0.1, solver: saga",208,0.747049305,0.059909561,0.829683698,0.804347826
4139,"penalty: l2, C: 1, solver: saga",208,0.747049305,0.059909561,0.834549878,0.804347826
