,hyperparameters,num_features,mean_accuracy,std_accuracy,train_accuracy,test_accuracy
1683,"penalty: l1, C: 0.1, solver: liblinear",86,0.737221588,0.048068684,0.817518248,0.608695652
1691,"penalty: l1, C: 0.001, solver: saga",86,0.498691224,0.047312687,0.513381995,0.608695652
1701,"penalty: l1, C: 0.001, solver: liblinear",87,0.508399962,0.04177889,0.510948905,0.608695652
1702,"penalty: l1, C: 0.01, solver: liblinear",87,0.612959261,0.062466998,0.659367397,0.608695652
1703,"penalty: l1, C: 0.1, solver: liblinear",87,0.737221588,0.048068684,0.817518248,0.608695652
1711,"penalty: l1, C: 0.001, solver: saga",87,0.498691224,0.047312687,0.510948905,0.608695652
1721,"penalty: l1, C: 0.001, solver: liblinear",88,0.508399962,0.04177889,0.510948905,0.608695652
1722,"penalty: l1, C: 0.01, solver: liblinear",88,0.622763183,0.049138737,0.666666667,0.608695652
1731,"penalty: l1, C: 0.001, solver: saga",88,0.498691224,0.047312687,0.510948905,0.608695652
1741,"penalty: l1, C: 0.001, solver: liblinear",89,0.508399962,0.04177889,0.510948905,0.608695652
1742,"penalty: l1, C: 0.01, solver: liblinear",89,0.625214163,0.047067235,0.666666667,0.608695652
1751,"penalty: l1, C: 0.001, solver: saga",89,0.498691224,0.047312687,0.510948905,0.608695652
1761,"penalty: l1, C: 0.001, solver: liblinear",90,0.508399962,0.04177889,0.510948905,0.608695652
1762,"penalty: l1, C: 0.01, solver: liblinear",90,0.625214163,0.047067235,0.666666667,0.608695652
1771,"penalty: l1, C: 0.001, solver: saga",90,0.498691224,0.047312687,0.513381995,0.608695652
1781,"penalty: l1, C: 0.001, solver: liblinear",91,0.508399962,0.04177889,0.510948905,0.608695652
1782,"penalty: l1, C: 0.01, solver: liblinear",91,0.610627261,0.035227705,0.661800487,0.608695652
1791,"penalty: l1, C: 0.001, solver: saga",91,0.498691224,0.047312687,0.510948905,0.608695652
1801,"penalty: l1, C: 0.001, solver: liblinear",92,0.508399962,0.04177889,0.510948905,0.608695652
1802,"penalty: l1, C: 0.01, solver: liblinear",92,0.610627261,0.035227705,0.661800487,0.608695652
1811,"penalty: l1, C: 0.001, solver: saga",92,0.498691224,0.047312687,0.518248175,0.608695652
1821,"penalty: l1, C: 0.001, solver: liblinear",93,0.508399962,0.04177889,0.510948905,0.608695652
1831,"penalty: l1, C: 0.001, solver: saga",93,0.498691224,0.047312687,0.510948905,0.608695652
1841,"penalty: l1, C: 0.001, solver: liblinear",94,0.508399962,0.04177889,0.510948905,0.608695652
1851,"penalty: l1, C: 0.001, solver: saga",94,0.498691224,0.047312687,0.513381995,0.608695652
1861,"penalty: l1, C: 0.001, solver: liblinear",95,0.508399962,0.04177889,0.510948905,0.608695652
1871,"penalty: l1, C: 0.001, solver: saga",95,0.49626404,0.044084771,0.513381995,0.608695652
1881,"penalty: l1, C: 0.001, solver: liblinear",96,0.508399962,0.04177889,0.510948905,0.608695652
1891,"penalty: l1, C: 0.001, solver: saga",96,0.498691224,0.047312687,0.510948905,0.608695652
1901,"penalty: l1, C: 0.001, solver: liblinear",97,0.508399962,0.04177889,0.510948905,0.608695652
1911,"penalty: l1, C: 0.001, solver: saga",97,0.498691224,0.047312687,0.513381995,0.608695652
1921,"penalty: l1, C: 0.001, solver: liblinear",98,0.508399962,0.04177889,0.510948905,0.608695652
1931,"penalty: l1, C: 0.001, solver: saga",98,0.498691224,0.047312687,0.510948905,0.608695652
1941,"penalty: l1, C: 0.001, solver: liblinear",99,0.508399962,0.04177889,0.510948905,0.608695652
1951,"penalty: l1, C: 0.001, solver: saga",99,0.498691224,0.047312687,0.510948905,0.608695652
1961,"penalty: l1, C: 0.001, solver: liblinear",100,0.508399962,0.04177889,0.510948905,0.608695652
1971,"penalty: l1, C: 0.001, solver: saga",100,0.49626404,0.044084771,0.513381995,0.608695652
1981,"penalty: l1, C: 0.001, solver: liblinear",101,0.508399962,0.04177889,0.510948905,0.608695652
1991,"penalty: l1, C: 0.001, solver: saga",101,0.498691224,0.047312687,0.510948905,0.608695652
2001,"penalty: l1, C: 0.001, solver: liblinear",102,0.508399962,0.04177889,0.510948905,0.608695652
2011,"penalty: l1, C: 0.001, solver: saga",102,0.498691224,0.047312687,0.510948905,0.608695652
2021,"penalty: l1, C: 0.001, solver: liblinear",103,0.508399962,0.04177889,0.510948905,0.608695652
2031,"penalty: l1, C: 0.001, solver: saga",103,0.498691224,0.047312687,0.510948905,0.608695652
2041,"penalty: l1, C: 0.001, solver: liblinear",104,0.508399962,0.04177889,0.510948905,0.608695652
2051,"penalty: l1, C: 0.001, solver: saga",104,0.498691224,0.047312687,0.513381995,0.608695652
2061,"penalty: l1, C: 0.001, solver: liblinear",105,0.508399962,0.04177889,0.510948905,0.608695652
2071,"penalty: l1, C: 0.001, solver: saga",105,0.498691224,0.047312687,0.513381995,0.608695652
2081,"penalty: l1, C: 0.001, solver: liblinear",106,0.508399962,0.04177889,0.510948905,0.608695652
2091,"penalty: l1, C: 0.001, solver: saga",106,0.501118409,0.050683932,0.510948905,0.608695652
2101,"penalty: l1, C: 0.001, solver: liblinear",107,0.508399962,0.04177889,0.510948905,0.608695652
2111,"penalty: l1, C: 0.001, solver: saga",107,0.498691224,0.047312687,0.510948905,0.608695652
2121,"penalty: l1, C: 0.001, solver: liblinear",108,0.508399962,0.04177889,0.510948905,0.608695652
2131,"penalty: l1, C: 0.001, solver: saga",108,0.498691224,0.047312687,0.510948905,0.608695652
2141,"penalty: l1, C: 0.001, solver: liblinear",109,0.508399962,0.04177889,0.510948905,0.608695652
2151,"penalty: l1, C: 0.001, solver: saga",109,0.498691224,0.047312687,0.510948905,0.608695652
2161,"penalty: l1, C: 0.001, solver: liblinear",110,0.508399962,0.04177889,0.510948905,0.608695652
2171,"penalty: l1, C: 0.001, solver: saga",110,0.493836855,0.041034024,0.510948905,0.608695652
2181,"penalty: l1, C: 0.001, solver: liblinear",111,0.508399962,0.04177889,0.510948905,0.608695652
2191,"penalty: l1, C: 0.001, solver: saga",111,0.493836855,0.041034024,0.510948905,0.608695652
2201,"penalty: l1, C: 0.001, solver: liblinear",112,0.508399962,0.04177889,0.510948905,0.608695652
2211,"penalty: l1, C: 0.001, solver: saga",112,0.498691224,0.047312687,0.510948905,0.608695652
2221,"penalty: l1, C: 0.001, solver: liblinear",113,0.508399962,0.04177889,0.510948905,0.608695652
2231,"penalty: l1, C: 0.001, solver: saga",113,0.493836855,0.041034024,0.510948905,0.608695652
3121,"penalty: l1, C: 0.001, solver: liblinear",158,0.559680183,0.041248054,0.557177616,0.608695652
3131,"penalty: l1, C: 0.001, solver: saga",158,0.559680183,0.041248054,0.557177616,0.608695652
3141,"penalty: l1, C: 0.001, solver: liblinear",159,0.564534552,0.025042361,0.557177616,0.608695652
3151,"penalty: l1, C: 0.001, solver: saga",159,0.559680183,0.023880679,0.557177616,0.608695652
3161,"penalty: l1, C: 0.001, solver: liblinear",160,0.564534552,0.025042361,0.557177616,0.608695652
3171,"penalty: l1, C: 0.001, solver: saga",160,0.562107367,0.023610692,0.557177616,0.608695652
3181,"penalty: l1, C: 0.001, solver: liblinear",161,0.564534552,0.025042361,0.557177616,0.608695652
3191,"penalty: l1, C: 0.001, solver: saga",161,0.562107367,0.023610692,0.557177616,0.608695652
3201,"penalty: l1, C: 0.001, solver: liblinear",162,0.564534552,0.025042361,0.557177616,0.608695652
3211,"penalty: l1, C: 0.001, solver: saga",162,0.557252998,0.027565298,0.557177616,0.608695652
3289,"penalty: l2, C: 1, solver: liblinear",166,0.759232819,0.06982805,0.931873479,0.608695652
3309,"penalty: l2, C: 1, solver: liblinear",167,0.761660004,0.064631347,0.931873479,0.608695652
3681,"penalty: l1, C: 0.001, solver: liblinear",186,0.579359414,0.072875897,0.610705596,0.608695652
3691,"penalty: l1, C: 0.001, solver: saga",186,0.574505045,0.078134122,0.610705596,0.608695652
3701,"penalty: l1, C: 0.001, solver: liblinear",187,0.579359414,0.072875897,0.610705596,0.608695652
3711,"penalty: l1, C: 0.001, solver: saga",187,0.581810394,0.078035822,0.613138686,0.608695652
3721,"penalty: l1, C: 0.001, solver: liblinear",188,0.579359414,0.072875897,0.610705596,0.608695652
3731,"penalty: l1, C: 0.001, solver: saga",188,0.57938321,0.079324126,0.613138686,0.608695652
3741,"penalty: l1, C: 0.001, solver: liblinear",189,0.579359414,0.072875897,0.610705596,0.608695652
3751,"penalty: l1, C: 0.001, solver: saga",189,0.57938321,0.079324126,0.613138686,0.608695652
3761,"penalty: l1, C: 0.001, solver: liblinear",190,0.579359414,0.072875897,0.610705596,0.608695652
3771,"penalty: l1, C: 0.001, solver: saga",190,0.581810394,0.078035822,0.613138686,0.608695652
3781,"penalty: l1, C: 0.001, solver: liblinear",191,0.579359414,0.072875897,0.610705596,0.608695652
3791,"penalty: l1, C: 0.001, solver: saga",191,0.581810394,0.078035822,0.613138686,0.608695652
3801,"penalty: l1, C: 0.001, solver: liblinear",192,0.579359414,0.072875897,0.610705596,0.608695652
3811,"penalty: l1, C: 0.001, solver: saga",192,0.579359414,0.074158044,0.610705596,0.608695652
3821,"penalty: l1, C: 0.001, solver: liblinear",193,0.579359414,0.072875897,0.610705596,0.608695652
3831,"penalty: l1, C: 0.001, solver: saga",193,0.57938321,0.079324126,0.613138686,0.608695652
3841,"penalty: l1, C: 0.001, solver: liblinear",194,0.579359414,0.072875897,0.610705596,0.608695652
3851,"penalty: l1, C: 0.001, solver: saga",194,0.581810394,0.078035822,0.613138686,0.608695652
3861,"penalty: l1, C: 0.001, solver: liblinear",195,0.579359414,0.072875897,0.610705596,0.608695652
3871,"penalty: l1, C: 0.001, solver: saga",195,0.57938321,0.079324126,0.613138686,0.608695652
3881,"penalty: l1, C: 0.001, solver: liblinear",196,0.579359414,0.072875897,0.610705596,0.608695652
3891,"penalty: l1, C: 0.001, solver: saga",196,0.579359414,0.074158044,0.610705596,0.608695652
3901,"penalty: l1, C: 0.001, solver: liblinear",197,0.579359414,0.072875897,0.610705596,0.608695652
3904,"penalty: l1, C: 1, solver: liblinear",197,0.756734247,0.068157859,0.936739659,0.608695652
3911,"penalty: l1, C: 0.001, solver: saga",197,0.581810394,0.078035822,0.613138686,0.608695652
3921,"penalty: l1, C: 0.001, solver: liblinear",198,0.579359414,0.072875897,0.610705596,0.608695652
3924,"penalty: l1, C: 1, solver: liblinear",198,0.754307063,0.066519633,0.936739659,0.608695652
3931,"penalty: l1, C: 0.001, solver: saga",198,0.57938321,0.080795829,0.613138686,0.608695652
3941,"penalty: l1, C: 0.001, solver: liblinear",199,0.579359414,0.072875897,0.610705596,0.608695652
3944,"penalty: l1, C: 1, solver: liblinear",199,0.756734247,0.062381223,0.936739659,0.608695652
3951,"penalty: l1, C: 0.001, solver: saga",199,0.576932229,0.075433713,0.610705596,0.608695652
3961,"penalty: l1, C: 0.001, solver: liblinear",200,0.579359414,0.072875897,0.610705596,0.608695652
3964,"penalty: l1, C: 1, solver: liblinear",200,0.756734247,0.062381223,0.936739659,0.608695652
3971,"penalty: l1, C: 0.001, solver: saga",200,0.581810394,0.078035822,0.613138686,0.608695652
3981,"penalty: l1, C: 0.001, solver: liblinear",201,0.581786598,0.070476202,0.610705596,0.608695652
3984,"penalty: l1, C: 1, solver: liblinear",201,0.756734247,0.062381223,0.936739659,0.608695652
3991,"penalty: l1, C: 0.001, solver: saga",201,0.576932229,0.075433713,0.610705596,0.608695652
4001,"penalty: l1, C: 0.001, solver: liblinear",202,0.579359414,0.072875897,0.610705596,0.608695652
4004,"penalty: l1, C: 1, solver: liblinear",202,0.754259471,0.063788792,0.931873479,0.608695652
4011,"penalty: l1, C: 0.001, solver: saga",202,0.581810394,0.078035822,0.613138686,0.608695652
4021,"penalty: l1, C: 0.001, solver: liblinear",203,0.581786598,0.070476202,0.610705596,0.608695652
4024,"penalty: l1, C: 1, solver: liblinear",203,0.756686655,0.065497123,0.931873479,0.608695652
4031,"penalty: l1, C: 0.001, solver: saga",203,0.581810394,0.078035822,0.613138686,0.608695652
4041,"penalty: l1, C: 0.001, solver: liblinear",204,0.579359414,0.072875897,0.610705596,0.608695652
4044,"penalty: l1, C: 1, solver: liblinear",204,0.754259471,0.063418295,0.931873479,0.608695652
4049,"penalty: l2, C: 1, solver: liblinear",204,0.744574529,0.06721727,0.941605839,0.608695652
4051,"penalty: l1, C: 0.001, solver: saga",204,0.581810394,0.078035822,0.613138686,0.608695652
4061,"penalty: l1, C: 0.001, solver: liblinear",205,0.579359414,0.072875897,0.610705596,0.608695652
4064,"penalty: l1, C: 1, solver: liblinear",205,0.754259471,0.063418295,0.931873479,0.608695652
4069,"penalty: l2, C: 1, solver: liblinear",205,0.749405102,0.066280788,0.939172749,0.608695652
4071,"penalty: l1, C: 0.001, solver: saga",205,0.576956025,0.079339415,0.613138686,0.608695652
4081,"penalty: l1, C: 0.001, solver: liblinear",206,0.579359414,0.072875897,0.610705596,0.608695652
4084,"penalty: l1, C: 1, solver: liblinear",206,0.756686655,0.059462563,0.931873479,0.608695652
4089,"penalty: l2, C: 1, solver: liblinear",206,0.749405102,0.066280788,0.939172749,0.608695652
4091,"penalty: l1, C: 0.001, solver: saga",206,0.57938321,0.079324126,0.613138686,0.608695652
4101,"penalty: l1, C: 0.001, solver: liblinear",207,0.579359414,0.072875897,0.610705596,0.608695652
4104,"penalty: l1, C: 1, solver: liblinear",207,0.754259471,0.063418295,0.931873479,0.608695652
4109,"penalty: l2, C: 1, solver: liblinear",207,0.749405102,0.066280788,0.939172749,0.608695652
4111,"penalty: l1, C: 0.001, solver: saga",207,0.576932229,0.075433713,0.610705596,0.608695652
4121,"penalty: l1, C: 0.001, solver: liblinear",208,0.579359414,0.072875897,0.610705596,0.608695652
4124,"penalty: l1, C: 1, solver: liblinear",208,0.756686655,0.059462563,0.931873479,0.608695652
4129,"penalty: l2, C: 1, solver: liblinear",208,0.751832286,0.068788302,0.939172749,0.608695652
4131,"penalty: l1, C: 0.001, solver: saga",208,0.576932229,0.076979828,0.610705596,0.608695652
4141,"penalty: l1, C: 0.001, solver: liblinear",209,0.579359414,0.072875897,0.610705596,0.608695652
4144,"penalty: l1, C: 1, solver: liblinear",209,0.756686655,0.059462563,0.931873479,0.608695652
4149,"penalty: l2, C: 1, solver: liblinear",209,0.749405102,0.067687975,0.939172749,0.608695652
4151,"penalty: l1, C: 0.001, solver: saga",209,0.576932229,0.076979828,0.610705596,0.608695652
4161,"penalty: l1, C: 0.001, solver: liblinear",210,0.579359414,0.072875897,0.610705596,0.608695652
4164,"penalty: l1, C: 1, solver: liblinear",210,0.754259471,0.063418295,0.931873479,0.608695652
4169,"penalty: l2, C: 1, solver: liblinear",210,0.746977917,0.065047612,0.939172749,0.608695652
4171,"penalty: l1, C: 0.001, solver: saga",210,0.57938321,0.080795829,0.613138686,0.608695652
4181,"penalty: l1, C: 0.001, solver: liblinear",211,0.579359414,0.072875897,0.610705596,0.608695652
4184,"penalty: l1, C: 1, solver: liblinear",211,0.754259471,0.063418295,0.931873479,0.608695652
4189,"penalty: l2, C: 1, solver: liblinear",211,0.746954121,0.06102788,0.936739659,0.608695652
4191,"penalty: l1, C: 0.001, solver: saga",211,0.581810394,0.078035822,0.613138686,0.608695652
4201,"penalty: l1, C: 0.001, solver: liblinear",212,0.579359414,0.072875897,0.610705596,0.608695652
4204,"penalty: l1, C: 1, solver: liblinear",212,0.754259471,0.063418295,0.931873479,0.608695652
4209,"penalty: l2, C: 1, solver: liblinear",212,0.746954121,0.06102788,0.936739659,0.608695652
4211,"penalty: l1, C: 0.001, solver: saga",212,0.581810394,0.078035822,0.613138686,0.608695652
4221,"penalty: l1, C: 0.001, solver: liblinear",213,0.579359414,0.072875897,0.610705596,0.608695652
4224,"penalty: l1, C: 1, solver: liblinear",213,0.756686655,0.059462563,0.931873479,0.608695652
4229,"penalty: l2, C: 1, solver: liblinear",213,0.746954121,0.06102788,0.936739659,0.608695652
4231,"penalty: l1, C: 0.001, solver: saga",213,0.57938321,0.080795829,0.613138686,0.608695652
4241,"penalty: l1, C: 0.001, solver: liblinear",214,0.579359414,0.072875897,0.610705596,0.608695652
4244,"penalty: l1, C: 1, solver: liblinear",214,0.756686655,0.059462563,0.931873479,0.608695652
4249,"penalty: l2, C: 1, solver: liblinear",214,0.739672568,0.059930596,0.936739659,0.608695652
4251,"penalty: l1, C: 0.001, solver: saga",214,0.57938321,0.079324126,0.613138686,0.608695652
4261,"penalty: l1, C: 0.001, solver: liblinear",215,0.579359414,0.072875897,0.610705596,0.608695652
4264,"penalty: l1, C: 1, solver: liblinear",215,0.754259471,0.063418295,0.931873479,0.608695652
4269,"penalty: l2, C: 1, solver: liblinear",215,0.739672568,0.059930596,0.936739659,0.608695652
4271,"penalty: l1, C: 0.001, solver: saga",215,0.576932229,0.075433713,0.610705596,0.608695652
4281,"penalty: l1, C: 0.001, solver: liblinear",216,0.579359414,0.072875897,0.610705596,0.608695652
4284,"penalty: l1, C: 1, solver: liblinear",216,0.746977917,0.057755742,0.931873479,0.608695652
4289,"penalty: l2, C: 1, solver: liblinear",216,0.739672568,0.059930596,0.936739659,0.608695652
4291,"penalty: l1, C: 0.001, solver: saga",216,0.576932229,0.075433713,0.610705596,0.608695652
4301,"penalty: l1, C: 0.001, solver: liblinear",217,0.579359414,0.072875897,0.610705596,0.608695652
4304,"penalty: l1, C: 1, solver: liblinear",217,0.749405102,0.059932765,0.931873479,0.608695652
4309,"penalty: l2, C: 1, solver: liblinear",217,0.739672568,0.059930596,0.936739659,0.608695652
4311,"penalty: l1, C: 0.001, solver: saga",217,0.576932229,0.076979828,0.610705596,0.608695652
4321,"penalty: l1, C: 0.001, solver: liblinear",218,0.579359414,0.072875897,0.610705596,0.608695652
4324,"penalty: l1, C: 1, solver: liblinear",218,0.746977917,0.057755742,0.931873479,0.608695652
4329,"penalty: l2, C: 1, solver: liblinear",218,0.739672568,0.059930596,0.936739659,0.608695652
4331,"penalty: l1, C: 0.001, solver: saga",218,0.579359414,0.074158044,0.610705596,0.608695652
4341,"penalty: l1, C: 0.001, solver: liblinear",219,0.579359414,0.072875897,0.610705596,0.608695652
4344,"penalty: l1, C: 1, solver: liblinear",219,0.746977917,0.057755742,0.931873479,0.608695652
4349,"penalty: l2, C: 1, solver: liblinear",219,0.739672568,0.059930596,0.936739659,0.608695652
4351,"penalty: l1, C: 0.001, solver: saga",219,0.576932229,0.075433713,0.610705596,0.608695652
4361,"penalty: l1, C: 0.001, solver: liblinear",220,0.579359414,0.072875897,0.610705596,0.608695652
4364,"penalty: l1, C: 1, solver: liblinear",220,0.749405102,0.053712097,0.931873479,0.608695652
4369,"penalty: l2, C: 1, solver: liblinear",220,0.739672568,0.059930596,0.936739659,0.608695652
4371,"penalty: l1, C: 0.001, solver: saga",220,0.57938321,0.079324126,0.613138686,0.608695652
4381,"penalty: l1, C: 0.001, solver: liblinear",221,0.579359414,0.072875897,0.610705596,0.608695652
4384,"penalty: l1, C: 1, solver: liblinear",221,0.749405102,0.053712097,0.931873479,0.608695652
4391,"penalty: l1, C: 0.001, solver: saga",221,0.57938321,0.079324126,0.613138686,0.608695652
4401,"penalty: l1, C: 0.001, solver: liblinear",222,0.581786598,0.070476202,0.610705596,0.608695652
4404,"penalty: l1, C: 1, solver: liblinear",222,0.746977917,0.057755742,0.931873479,0.608695652
4411,"penalty: l1, C: 0.001, solver: saga",222,0.581810394,0.078035822,0.613138686,0.608695652
4421,"penalty: l1, C: 0.001, solver: liblinear",223,0.581786598,0.070476202,0.610705596,0.608695652
4424,"penalty: l1, C: 1, solver: liblinear",223,0.749405102,0.053712097,0.931873479,0.608695652
4431,"penalty: l1, C: 0.001, solver: saga",223,0.57938321,0.079324126,0.613138686,0.608695652
4441,"penalty: l1, C: 0.001, solver: liblinear",224,0.579359414,0.072875897,0.610705596,0.608695652
4444,"penalty: l1, C: 1, solver: liblinear",224,0.746977917,0.057755742,0.931873479,0.608695652
4451,"penalty: l1, C: 0.001, solver: saga",224,0.579359414,0.074158044,0.610705596,0.608695652
4461,"penalty: l1, C: 0.001, solver: liblinear",225,0.579359414,0.072875897,0.610705596,0.608695652
4464,"penalty: l1, C: 1, solver: liblinear",225,0.746977917,0.057755742,0.931873479,0.608695652
4471,"penalty: l1, C: 0.001, solver: saga",225,0.574505045,0.078134122,0.610705596,0.608695652
4481,"penalty: l1, C: 0.001, solver: liblinear",226,0.579359414,0.072875897,0.610705596,0.608695652
4484,"penalty: l1, C: 1, solver: liblinear",226,0.746977917,0.057755742,0.931873479,0.608695652
4491,"penalty: l1, C: 0.001, solver: saga",226,0.579359414,0.074158044,0.610705596,0.608695652
4501,"penalty: l1, C: 0.001, solver: liblinear",227,0.579359414,0.072875897,0.610705596,0.608695652
4504,"penalty: l1, C: 1, solver: liblinear",227,0.749405102,0.053712097,0.931873479,0.608695652
4511,"penalty: l1, C: 0.001, solver: saga",227,0.576932229,0.075433713,0.610705596,0.608695652
4521,"penalty: l1, C: 0.001, solver: liblinear",228,0.579359414,0.072875897,0.610705596,0.608695652
4524,"penalty: l1, C: 1, solver: liblinear",228,0.749405102,0.053712097,0.931873479,0.608695652
4531,"penalty: l1, C: 0.001, solver: saga",228,0.576956025,0.081968963,0.613138686,0.608695652
4541,"penalty: l1, C: 0.001, solver: liblinear",229,0.581786598,0.070476202,0.610705596,0.608695652
4551,"penalty: l1, C: 0.001, solver: saga",229,0.574505045,0.078134122,0.610705596,0.608695652
4561,"penalty: l1, C: 0.001, solver: liblinear",230,0.581786598,0.070476202,0.610705596,0.608695652
4571,"penalty: l1, C: 0.001, solver: saga",230,0.57938321,0.080795829,0.613138686,0.608695652
4581,"penalty: l1, C: 0.001, solver: liblinear",231,0.579359414,0.072875897,0.610705596,0.608695652
4591,"penalty: l1, C: 0.001, solver: saga",231,0.581810394,0.078035822,0.613138686,0.608695652
4601,"penalty: l1, C: 0.001, solver: liblinear",232,0.581786598,0.070476202,0.610705596,0.608695652
4611,"penalty: l1, C: 0.001, solver: saga",232,0.579359414,0.074158044,0.610705596,0.608695652
4621,"penalty: l1, C: 0.001, solver: liblinear",233,0.579359414,0.072875897,0.610705596,0.608695652
4631,"penalty: l1, C: 0.001, solver: saga",233,0.581810394,0.078035822,0.613138686,0.608695652
4641,"penalty: l1, C: 0.001, solver: liblinear",234,0.579359414,0.072875897,0.610705596,0.608695652
4651,"penalty: l1, C: 0.001, solver: saga",234,0.581810394,0.078035822,0.613138686,0.608695652
4661,"penalty: l1, C: 0.001, solver: liblinear",235,0.579359414,0.072875897,0.610705596,0.608695652
4671,"penalty: l1, C: 0.001, solver: saga",235,0.576932229,0.075433713,0.610705596,0.608695652
4681,"penalty: l1, C: 0.001, solver: liblinear",236,0.579359414,0.072875897,0.610705596,0.608695652
4691,"penalty: l1, C: 0.001, solver: saga",236,0.574505045,0.078134122,0.610705596,0.608695652
4701,"penalty: l1, C: 0.001, solver: liblinear",237,0.579359414,0.072875897,0.610705596,0.608695652
4711,"penalty: l1, C: 0.001, solver: saga",237,0.57938321,0.078126806,0.613138686,0.608695652
4721,"penalty: l1, C: 0.001, solver: liblinear",238,0.579359414,0.072875897,0.610705596,0.608695652
4731,"penalty: l1, C: 0.001, solver: saga",238,0.581810394,0.078035822,0.613138686,0.608695652
4741,"penalty: l1, C: 0.001, solver: liblinear",239,0.581786598,0.070476202,0.610705596,0.608695652
4751,"penalty: l1, C: 0.001, solver: saga",239,0.581810394,0.078035822,0.613138686,0.608695652
4761,"penalty: l1, C: 0.001, solver: liblinear",240,0.579359414,0.072875897,0.610705596,0.608695652
4771,"penalty: l1, C: 0.001, solver: saga",240,0.579359414,0.074158044,0.610705596,0.608695652
4781,"penalty: l1, C: 0.001, solver: liblinear",241,0.579359414,0.072875897,0.610705596,0.608695652
4791,"penalty: l1, C: 0.001, solver: saga",241,0.576956025,0.081968963,0.613138686,0.608695652
4801,"penalty: l1, C: 0.001, solver: liblinear",242,0.581786598,0.070476202,0.610705596,0.608695652
4811,"penalty: l1, C: 0.001, solver: saga",242,0.576956025,0.081968963,0.613138686,0.608695652
4821,"penalty: l1, C: 0.001, solver: liblinear",243,0.579359414,0.072875897,0.610705596,0.608695652
4831,"penalty: l1, C: 0.001, solver: saga",243,0.57938321,0.080795829,0.613138686,0.608695652
4841,"penalty: l1, C: 0.001, solver: liblinear",244,0.579359414,0.072875897,0.610705596,0.608695652
4851,"penalty: l1, C: 0.001, solver: saga",244,0.579359414,0.074158044,0.610705596,0.608695652
4861,"penalty: l1, C: 0.001, solver: liblinear",245,0.579359414,0.072875897,0.610705596,0.608695652
4871,"penalty: l1, C: 0.001, solver: saga",245,0.581810394,0.078035822,0.613138686,0.608695652
4881,"penalty: l1, C: 0.001, solver: liblinear",246,0.579359414,0.072875897,0.610705596,0.608695652
4891,"penalty: l1, C: 0.001, solver: saga",246,0.57938321,0.080795829,0.613138686,0.608695652
4901,"penalty: l1, C: 0.001, solver: liblinear",247,0.579359414,0.072875897,0.610705596,0.608695652
4911,"penalty: l1, C: 0.001, solver: saga",247,0.57938321,0.079324126,0.613138686,0.608695652
4921,"penalty: l1, C: 0.001, solver: liblinear",248,0.581786598,0.070476202,0.610705596,0.608695652
4931,"penalty: l1, C: 0.001, solver: saga",248,0.57938321,0.079324126,0.613138686,0.608695652
4941,"penalty: l1, C: 0.001, solver: liblinear",249,0.581786598,0.070476202,0.610705596,0.608695652
4951,"penalty: l1, C: 0.001, solver: saga",249,0.581810394,0.078035822,0.613138686,0.608695652
4961,"penalty: l1, C: 0.001, solver: liblinear",250,0.579359414,0.072875897,0.610705596,0.608695652
4971,"penalty: l1, C: 0.001, solver: saga",250,0.576932229,0.075433713,0.610705596,0.608695652
4981,"penalty: l1, C: 0.001, solver: liblinear",251,0.579359414,0.072875897,0.610705596,0.608695652
4991,"penalty: l1, C: 0.001, solver: saga",251,0.579359414,0.074158044,0.610705596,0.608695652
5001,"penalty: l1, C: 0.001, solver: liblinear",252,0.581786598,0.070476202,0.610705596,0.608695652
5011,"penalty: l1, C: 0.001, solver: saga",252,0.576932229,0.075433713,0.610705596,0.608695652
5021,"penalty: l1, C: 0.001, solver: liblinear",253,0.579359414,0.072875897,0.610705596,0.608695652
5031,"penalty: l1, C: 0.001, solver: saga",253,0.57938321,0.079324126,0.613138686,0.608695652
5041,"penalty: l1, C: 0.001, solver: liblinear",254,0.579359414,0.072875897,0.610705596,0.608695652
5051,"penalty: l1, C: 0.001, solver: saga",254,0.581810394,0.078035822,0.613138686,0.608695652
5061,"penalty: l1, C: 0.001, solver: liblinear",255,0.579359414,0.072875897,0.610705596,0.608695652
5071,"penalty: l1, C: 0.001, solver: saga",255,0.579359414,0.074158044,0.610705596,0.608695652
5081,"penalty: l1, C: 0.001, solver: liblinear",256,0.579359414,0.072875897,0.610705596,0.608695652
5091,"penalty: l1, C: 0.001, solver: saga",256,0.576932229,0.075433713,0.610705596,0.608695652
5101,"penalty: l1, C: 0.001, solver: liblinear",257,0.579359414,0.072875897,0.610705596,0.608695652
5111,"penalty: l1, C: 0.001, solver: saga",257,0.57938321,0.079324126,0.613138686,0.608695652
5121,"penalty: l1, C: 0.001, solver: liblinear",258,0.581786598,0.070476202,0.610705596,0.608695652
5131,"penalty: l1, C: 0.001, solver: saga",258,0.57938321,0.079324126,0.613138686,0.608695652
5141,"penalty: l1, C: 0.001, solver: liblinear",259,0.579359414,0.072875897,0.610705596,0.608695652
5151,"penalty: l1, C: 0.001, solver: saga",259,0.581810394,0.078035822,0.613138686,0.608695652
5161,"penalty: l1, C: 0.001, solver: liblinear",260,0.579359414,0.072875897,0.610705596,0.608695652
5171,"penalty: l1, C: 0.001, solver: saga",260,0.57938321,0.080795829,0.613138686,0.608695652
